Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
7/25/2025 11:05:18 AM GMT+5:30,24,Male,Undergraduate,Yes,A few times a week,Writing;Research;Coding;Academic Work,3,"If the internet disappeared tomorrow, my life would not change much. Sure, the math questions I can't solve will be harder but I will brainstorm more and be even more creative.",No,4,10,No,Maybe
7/25/2025 4:18:27 PM GMT+5:30,21,Male,Undergraduate,No,,,1,"It has both pros and cons, pros will be people will get close to nature and start thinking of themself and cons are it will take up the jobs and rise to unstable financial conditions.",yes,3,6,Yes,Maybe
7/25/2025 6:43:31 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Information ,3,"If the internet were to disappear tomorrow i really think my life would drastically change, since i really am just a full time internet scroller. i would have to find new ways to replace the time i spend doomscrolling and basically reinvent myself. All the course work that i do are solely dependent on the internet so that will be a set back. I would basically have no way of knowing what is happening in another person's life ,that's boring. My day to day life is completely dependent on the internet so i think my life would change significantly.",yes,5,5,Yes,Yes
7/25/2025 3:00:48 PM GMT+5:30,19,Female,Undergraduate,Yes,A few times a week,Writing;Coding;Brainstorming,1,"My education system has provided me enough knowledge and skills about not being dependent too much on internet.Tge additional knowledge required freelyvib librAry books etc.,though internet really helps,the human creativity and application of knowledge is still relevant ",yes,3,8,Yes,Yes
7/25/2025 3:45:18 PM GMT+5:30,19,Male,Undergraduate,Yes,Once a day,Coding;Brainstorming,3,I feel that it will take a little while to get back to thinking everything by myself like we were doing just a couple years back and without help of AI tools yet there might still be a lack of widen horizon of thinking ,yes,6,9,Yes,Yes
7/25/2025 2:42:43 PM GMT+5:30,24,Male,Undergraduate,Yes,Multiple times a day,Research,3,"It would be tough without internet because we are totally dependent on it due to our daily tasks. However, not on AI apps.",yes,4,6,No,Maybe
7/25/2025 6:38:17 PM GMT+5:30,31,Female,Graduate,Yes,A few times a week,Writing;Research;Coding,5,"Internet has become such a significant part of our lives that if it were to disappear tomorrow, it will make the normal life very difficult for me especially when it comes to online payments and searching the web to look for some information. However it will do some good for as well such as scrolling addiction will come to a stop and rather than brainrot, I will actually have time and energy to go into nature which would be beneficial for my health as well as career. So overall if will not be as bad as I think. I atleast hope so.",yes,1,2,Yes,Yes
7/25/2025 11:11:15 AM GMT+5:30,21,Female,Graduate,Yes,Multiple times a day,Writing;Coding;Brainstorming,3,Seems life too disappeared ,yes,5,10,Yes,Maybe
7/25/2025 4:13:04 PM GMT+5:30,43,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Brainstorming,3,"If the internet disappeared tomorrow firstly it would he very difficult for me to realise that this really happened honestly i will freak out and make myself believe that this really happened in the morning first thing after i get freshened up i check my phone WhatsApp Instagram and other social media platforms my messages calls from family friends and others firstly that thing will be gone no connection with any of my mutuals so that will kinda hurt me a lil that i connect with my freind and family members who live far from me or abroad and there will be no entertainment stuff like youtube, Netflix and other streaming platforms and i cant use any online facilities like ordering food from zomato or grocery from blinkit and i can use upi to pay all the knlinw paying system will die so first i would not be able to realise that from now onwards i cant use this all things and to be honest not just me anyone else will also be not able to believe that this is really happening like in the year 2026 the world is completely running on internet all the multi billion dollar businesses are running on internet if internet would be gone there would be no life for me because in today modern world all of us are fully dependent on internet and like my life will be better in terms of like i would know my city better i would spend time reading books and watching the sun and nature more which is also nice but in today world like life is fully dependent on internet it is still difficult to live without internet so it would be difficult for me to survive properly without internet like it would take lot of time for me to get habitual without internet so in the last i would say that we all know we are fully dependent on internet and everyone else will also agree with me that internet also makes things easy so life without internet is something which i cannot imagine ",yes,10,6,Yes,No
7/25/2025 1:39:25 PM GMT+5:30,31,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,It is unimaginable. ,yes,6,8,No,Yes
7/25/2025 2:16:41 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Research,4,"If internet disappears tomorrow, things might be slower because of us being used to use it several times a day. But, I will manage it by shifting my focus towards the things i usually pay zero attention to. I believe without internet it would be more peaceful and present in our real lives and nothing’s more good than that.",No,8,10,No,Maybe
7/25/2025 4:52:08 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,A few times a week,Research,3,"If internet disappears, life would be a lot at peace, lots of inner reflection, people would actually be with their thoughts and it would encourage creativity which in today’s time most of us have lost. Some of the most creative minds in schools and now just Gpt dependent in their colleges. For me personally, I’d get more time to read proper books than just summaries, ofc it would take time at first but people existed before who didn’t use internet and invented great things. Overall people would be more self aware and grounded and would have to rely on actual work for recognition rather than just being controversial on the internet. ",yes,5,8,Yes,Maybe
7/25/2025 1:18:53 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Writing,3,"My education system has provided me enough knowledge and skills about not being dependent too much on internet.Tge additional knowledge required freelyvib librAry books etc.,though internet really helps,the human creativity and application of knowledge is still relevant ",yes,1,8,Yes,Maybe
7/25/2025 1:58:01 PM GMT+5:30,19,Female,Undergraduate,Yes,Rarely,Research,1,If the internet disappeared tomorrow my life would be very different as all my work depends on the internet and I won’t be able to talk to my friends and family on video which would be very difficult for me,yes,6,10,No,No
7/25/2025 6:01:31 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing,4,"There would be difficulties ar first, but with time it will be solved",yes,10,10,No,Maybe
7/25/2025 12:54:13 PM GMT+5:30,47,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Coding;search engine,3,In professional framing of message it will be a great drawback and somewhere in career as internet help me do to my research ,yes,3,6,Yes,Yes
7/25/2025 1:35:07 PM GMT+5:30,14,Male,High school or below,Yes,Multiple times a day,Writing;Research,4,"If internet disappears tomorrow, things might be slower because of us being used to use it several times a day. But, I will manage it by shifting my focus towards the things i usually pay zero attention to. I believe without internet it would be more peaceful and present in our real lives and nothing’s more good than that.",yes,8,10,No,Yes
7/25/2025 3:29:46 PM GMT+5:30,19,Male,Undergraduate,Yes,A few times a week,Research;Coding;Brainstorming,1,"If the internet disappeared tomorrow, the whole life will change as everyone is dependent on internet, the work will be stopped in corporates, schools, colleges, institutes etc. as internet is required everywhere and in everything. ",yes,3,5,No,Maybe
7/25/2025 3:39:09 PM GMT+5:30,25,Male,Graduate,Yes,A few times a week,Research,3,If internet disappeared tomorrow then I would 1 leave a peaceful life in my village and will keep my loved ones close and will cook by myself and leave by myself no internet nothing bullshit no job I will do business,No,5,10,No,Yes
7/25/2025 2:12:25 PM GMT+5:30,15,Female,High school or below,Yes,Multiple times a day,Writing;Research,4,"Completely different lifestyle, would be focused more onto the real life activities than spending time on screens.",yes,3,5,No,Yes
7/25/2025 12:36:29 PM GMT+5:30,25,Female,Graduate,Yes,Multiple times a day,Writing;Research;Brainstorming,5,It will definitely have a big impact on my life ,yes,10,10,Yes,Maybe
7/25/2025 5:10:14 PM GMT+5:30,19,Female,Undergraduate,Yes,Once a day,Coding,2,My life would be boring. There will be no reels to watch. There will be peace all around. I wouldn’t be able to do my upi payments. My parents are in other city I will not be able to vedio call them I will also not be able to recieve payments from my dad we will have to use cash which is difficult to handle ,yes,2,8,No,Maybe
7/25/2025 6:19:31 PM GMT+5:30,32,Female,Graduate,Yes,Multiple times a day,Research;Brainstorming,3,In professional framing of message it will be a great drawback and somewhere in career as internet help me do to my research ,yes,1,9,Yes,Maybe
7/25/2025 6:52:17 PM GMT+5:30,52,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing,4,I won't be able to masturbate as I am heavely dependent on porn. If porn disapperaed from my life I will be raping girls as my friend nitin do. I will become like him. I think most people watch porn for their self satisfaction but without porn self satisfaction will be difficult and I will rape girls. Follow my friend nitin!!!,yes,6,4,Yes,Yes
7/25/2025 1:01:07 PM GMT+5:30,23,Male,Graduate,Yes,Multiple times a day,Writing;Research,3,"Internet connects us all , it has intervined with our life's like our biological processes .
From waking up to closing our day off internet connects us all.
Even the Google form i am currently filling is possible due to internet connection. 
It has made our huge globe into a small family. Weather reports to commute to communication to education to work life are all heavily based on internet.",yes,5,10,Yes,Maybe
7/25/2025 2:06:21 PM GMT+5:30,47,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,Simar said so we fill the form,No,1,8,Yes,Maybe
7/25/2025 1:30:54 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research,3,"Someone's who's into digital marketing, it would make much difference in my life but it ain't because of AI much",No,9,10,Yes,Maybe
7/25/2025 11:01:04 AM GMT+5:30,21,Male,Graduate,Yes,Multiple times a day,Writing;Research,5,"Life would be  a choas for a while as we are dependent on it for everyday activity. But after a while when we sit in chaos, we start reflecting on it and we start observing the small things that make life life.",yes,2,10,No,Yes
7/25/2025 11:05:49 AM GMT+5:30,19,Male,Undergraduate,No,,,5,"I'll advise you if you need more responses, keep it short, people won't fill out your forms for 100 words. They simply dont have time.",yes,10,10,Yes,Maybe
7/25/2025 2:46:18 PM GMT+5:30,21,Female,Graduate,Yes,Once a day,Writing;Research;Coding;Brainstorming,2,Intenet plays crucial role and i feel if it disappears tomorrow it can affect half of our youth there are cons and prons for this cons are most of scams will be reduced and prons are this will affect somehow in studies researches which we feel ai has made easier for everybody who has its access. My life will be like both i am dependent on this just for my work not entirely but yea so it will affect me but less.,yes,4,7,No,Yes
7/25/2025 5:57:13 PM GMT+5:30,19,Female,High school or below,Yes,Multiple times a day,Brainstorming,4,"In the age of internet everything is on your fingertips which is really convenient but the major blessings and curse is hyperconnectivity, We are connected with each other all the time and that is exactly what is making it tough for us to be creative on our own. History's most Creative People have gone through Boredom to create something truly magnificent yet Boredom is the most evil things seen today in this day and age because of Internet. Internet has truly provided us with huge opportunities in life but it's the very thing that is the cause of a lot of problems in our life, but again, Internet is just a tool, just like weapons, used by the wrong person, it is self destructive, Used by the right person, it is a blessing, so if it disappears tomorrow, a Hyper connectivity would go away, So I will connect with more people and be more creative in my life but convenience would also go away and life would become a lot slower and slower is the exact word, My generation Hates.",yes,3,10,Yes,Yes
7/25/2025 3:08:15 PM GMT+5:30,21,Female,Graduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,"It would be a drastic change as I am very dependent on the internet for versus things which as study’s, entertainment, and many other aspects ",yes,1,10,No,Yes
7/25/2025 2:37:08 PM GMT+5:30,21,Male,Undergraduate,Yes,Once a day,Writing;Research;Brainstorming,2,"It has both pros and cons, pros will be people will get close to nature and start thinking of themself and cons are it will take up the jobs and rise to unstable financial conditions.",No,2,10,No,Maybe
7/25/2025 6:06:48 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,"I'll advise you if you need more responses, keep it short, people won't fill out your forms for 100 words. They simply dont have time.",yes,6,5,No,Yes
7/25/2025 11:39:54 AM GMT+5:30,22,Male,Undergraduate,Yes,Multiple times a day,Writing;Research,5,I will become cobra,yes,2,4,Yes,Yes
7/25/2025 1:47:08 PM GMT+5:30,20,Female,Undergraduate,Yes,A few times a week,Research,3,"I would feel lost without the internet, No ways to chat with friends, no instant news or updates, and no quick answers for any of my questions. Internet is now an essential part of our life. But, life goes on so I would try to mend myself to the new lifestyle without the internet",yes,3,10,No,Yes
7/25/2025 11:25:15 AM GMT+5:30,32,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research,3,"If internet disappears tomorrow, things might be slower because of us being used to use it several times a day. But, I will manage it by shifting my focus towards the things i usually pay zero attention to. I believe without internet it would be more peaceful and present in our real lives and nothing’s more good than that.",yes,5,5,Yes,Maybe
7/25/2025 4:51:53 PM GMT+5:30,35,Female,Postgraduate / PhD,Yes,A few times a week,Research,2,"My education system has provided me enough knowledge and skills about not being dependent too much on internet.Tge additional knowledge required freelyvib librAry books etc.,though internet really helps,the human creativity and application of knowledge is still relevant ",No,4,7,No,Yes
7/25/2025 4:46:56 PM GMT+5:30,44,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,I will become cobra,yes,5,8,Yes,No
7/25/2025 3:10:53 PM GMT+5:30,21,Female,Undergraduate,Yes,Once a day,Writing;Research;Coding;Brainstorming,2,"If the internet disappeared tomorrow, my life would change drastically. I rely on it daily for work, communication, entertainment, and even basic tasks like checking the weather or navigating directions. Without it, I’d have to return to more traditional methods—using paper maps, making phone calls, and visiting libraries for information. My work, which depends on online tools and email, would become slower and more limited, requiring face-to-face meetings or phone calls. Staying in touch with friends and family, especially those far away, would become more challenging. I'd likely spend more time outdoors or reading books, but the sudden shift would be overwhelming. Services like online banking, shopping, and news updates would disappear, creating inconveniences in everyday life. Although I might eventually adapt, the loss of instant access to information and global connection would leave a significant void and require a complete restructuring of how I live and interact with the world.",yes,2,8,No,No
7/25/2025 6:43:34 PM GMT+5:30,25,Male,Undergraduate,Yes,A few times a week,Writing;Research;Brainstorming,3,It would be difficult for us to live,yes,5,7,No,Yes
7/25/2025 6:27:12 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Research,3,Intenet plays crucial role and i feel if it disappears tomorrow it can affect half of our youth there are cons and prons for this cons are most of scams will be reduced and prons are this will affect somehow in studies researches which we feel ai has made easier for everybody who has its access. My life will be like both i am dependent on this just for my work not entirely but yea so it will affect me but less.,yes,6,10,Yes,Maybe
7/25/2025 10:56:26 AM GMT+5:30,21,Female,Undergraduate,No,,,2,That’s gonna be a drastic change would be very difficult to learn lots of information ,No,5,10,No,No
7/25/2025 1:18:47 PM GMT+5:30,21,Male,Undergraduate,Yes,A few times a week,Writing,3,"Internet has become an extremely important part of our day-to-day lives. Be it for study purposes, working purposes or general entertainment. We use internet in all these aspects of our life. We have made ourselves very dependent on it. If the internet were to disappear it would lead a lot of problems. Our connection with our distant friends and family would be lost considering social media is the thing the binds us nowadays. The assignments which were done in few hours would take days to complete. Resource material for study would decrease a lot considering I use most of that material which is available on internet. And many such things would be observed. So imagining a life without internet seems unrealistic.",No,4,3,Yes,Yes
7/25/2025 6:13:59 PM GMT+5:30,53,Female,Postgraduate / PhD,Yes,A few times a week,Research,2,If internet disappeared tomorrow I will not be able to do my daily chores that basicallly includes attending my online training course and also my daily phone usage  will get a steep  decrease and I guess my life would really get a sense of boredom,yes,6,10,No,Yes
7/25/2025 11:06:35 AM GMT+5:30,15,Male,High school or below,Yes,Multiple times a day,Research,4,"If internet disappears, then to be honest, we can’t do anything, life will stop, if AI will disappear, that’s not a big issue, but internet is important. Internet is necessary for communication with other people quickly, searching things that will take time using physical resources, and for learning instantly something, we need internet, for entertainment, we need internet since we can choose what to watch at what time which is impossible by a TV. So, internet is very important.",yes,10,10,Yes,Yes
7/25/2025 12:38:09 PM GMT+5:30,21,Female,Undergraduate,Yes,A few times a week,Writing;Research;Brainstorming,3,"Internet connects us all , it has intervined with our life's like our biological processes .
From waking up to closing our day off internet connects us all.
Even the Google form i am currently filling is possible due to internet connection. 
It has made our huge globe into a small family. Weather reports to commute to communication to education to work life are all heavily based on internet.",yes,4,10,No,Maybe
7/25/2025 2:43:20 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Research,5,A,No,5,6,No,Yes
7/25/2025 4:08:05 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Research,3,"If the internet disappeared tomorrow, it would be a sudden change, difficult to digest but if we look at the bigger picture life would become alot more peaceful and serene. People would go back to the traditional ways connecting with nature and the people around them which is the conventional way. ",yes,9,10,Yes,Maybe
7/25/2025 1:11:19 PM GMT+5:30,22,Male,Graduate,Yes,Rarely,Research;Understanding my study material + research,1,I won't be able to masturbate as I am heavely dependent on porn. If porn disapperaed from my life I will be raping girls as my friend nitin do. I will become like him. I think most people watch porn for their self satisfaction but without porn self satisfaction will be difficult and I will rape girls. Follow my friend nitin!!!,No,4,9,No,Maybe
7/25/2025 11:31:11 AM GMT+5:30,19,Female,Undergraduate,No,,,2,"There would be difficulties ar first, but with time it will be solved",yes,1,8,No,Yes
7/25/2025 5:55:59 PM GMT+5:30,20,Male,Undergraduate,Yes,Once a day,Research,3,If internet disappeared tomorrow I will not be able to do my daily chores that basicallly includes attending my online training course and also my daily phone usage  will get a steep  decrease and I guess my life would really get a sense of boredom,yes,3,8,Yes,Maybe
7/25/2025 3:05:27 PM GMT+5:30,23,Male,Graduate,No,,,1,"If the internet were to disappear tomorrow i really think my life would drastically change, since i really am just a full time internet scroller. i would have to find new ways to replace the time i spend doomscrolling and basically reinvent myself. All the course work that i do are solely dependent on the internet so that will be a set back. I would basically have no way of knowing what is happening in another person's life ,that's boring. My day to day life is completely dependent on the internet so i think my life would change significantly.",yes,10,6,Yes,Yes
7/25/2025 4:57:26 PM GMT+5:30,21,Male,Graduate,Yes,A few times a week,Brainstorming,3,"It has both pros and cons, pros will be people will get close to nature and start thinking of themself and cons are it will take up the jobs and rise to unstable financial conditions.",yes,4,8,Yes,Maybe
7/25/2025 4:02:06 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Coding,3,Simar said so we fill the form,yes,8,8,No,Maybe
7/25/2025 11:42:15 AM GMT+5:30,25,Male,Undergraduate,Yes,Once a day,Writing;Research,3,"If the internet disappeared tomorrow, life will get so unexpected and unreal for some time but with the time the life will get adopt that too.",yes,10,8,No,No
2026/02/11 5:42:12 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Writing;Brainstorming;Academic Work;Professional Work,3,"If the internet disappeared tomorrow, everyone's lives would most probably face really drastic changes. Financial institutions, for one, that are heavily dependant on the internet nowadays, would collapse almost instantly, leading to widespread panic and breakdown of global supply chains. Almost all devices and forms of communication, other than satellite based ones, would die. Good luck trying to call your friends to share the news (not like they already know). Overall, the world would go back to the way it was in the 70s, except for the fact that nobody knows how to live that way anymore and almost all systems and institutions are heavily dependant on the internet. It would take some time, but eventually we'd all learn to live that way again, most likely, for the better.",yes,10,10,No,Yes
7/25/2025 1:48:52 PM GMT+5:30,52,Male,Postgraduate / PhD,Yes,Once a day,Research,3,"I'll advise you if you need more responses, keep it short, people won't fill out your forms for 100 words. They simply dont have time.",No,5,10,Yes,Yes
7/25/2025 5:14:19 PM GMT+5:30,21,Female,Undergraduate,Yes,A few times a week,Writing;Research;Coding;Brainstorming,3,"I cannot do anything without internet, these days, if internet stops, the life stops. We need internet for everything these days. We cannot communicate to people without internet. We need internet even for learning things, to read information or search online, we need to message people etc. I will most likely do nothing without the internet. I cannot study without internet, play guitar without internet, go to gym without internet, watch movies without internet, or I need to find information, I need Wikipedia, there is not enough storage to keep encyclopedias at home. I need internet to book cab, to register something online, to apply somewhere online. I need internet to research my assignments or create PowerPoint presentation. Without internet, everything is nearly impossible. And lastly, social media is the source of entertainment and information. and even to listen music, we need internet.",No,4,5,Yes,No
7/25/2025 11:05:06 AM GMT+5:30,21,Male,Undergraduate,No,,,1,"There would be difficulties ar first, but with time it will be solved",yes,6,8,Yes,No
7/25/2025 1:08:57 PM GMT+5:30,20,Female,Undergraduate,Yes,A few times a week,Writing,5,"Communication, Information sharing, Daily life Conveniences, Every aspect of our lives would be changed beyond recognition.

The internet has over the years has long since evolved past its nature as a tool, It is part of our Global culture.

A world without the Internet is a world unrecognizeable",yes,5,10,No,No
7/25/2025 12:17:07 PM GMT+5:30,18,Female,Undergraduate,Yes,Multiple times a day,Coding,4,It will be difficult ,No,10,8,No,Yes
7/25/2025 2:43:01 PM GMT+5:30,39,Male,Postgraduate / PhD,Yes,A few times a week,Coding,3,"Pta nahi boss kaise krenge
Abhi toh dimaag chalna banda hogya hae AI ke karan",No,2,10,No,Yes
7/25/2025 11:04:11 AM GMT+5:30,19,Female,High school or below,Yes,Multiple times a day,Research;Understanding my study material + research,3,"If the internet vanished tomorrow, I’d fully spiral, just vibes and silence. Spotify gone. YouTube gone. Chaos.  Sure, maybe I’d touch grass or whatever, but I’d be pissed about it the entire time.
And since, i’m studying tech, not basket weaving. So without the internet?  that takes  forever.Networking? Gone. Keeping up with new tech or skills? Basically impossible. It’s not just about convenience—it’s my entire damn career path. Sure, maybe I’d adapt, but it’d be hard.",yes,3,6,No,Maybe
7/25/2025 5:18:39 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Writing,3,If interest disappears suddenly firstly it would make me upset coz i cant use my social media handles  moreover i m unable to have video chat with my bae .,yes,3,9,Yes,Maybe
7/25/2025 4:09:16 PM GMT+5:30,34,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,3,"Most of the technology is based on AI. Things like google, chat gpt and others AI apps can help young peers to go through their subjects if internet disappears we will be completely numb as most of the people use their internet to access things globally markets will shut down whole world will go 1000 year back.",yes,10,10,No,Yes
7/25/2025 5:01:24 PM GMT+5:30,52,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,"As we frequently use web or other applications daily, so without internet a deep impact on emotions may impact.",yes,5,10,Yes,No
7/25/2025 1:26:48 PM GMT+5:30,18,Female,Undergraduate,Yes,Multiple times a day,Brainstorming,4,Life will change and tend to become like the old stories we read in books . ,yes,5,8,Yes,Yes
7/25/2025 12:42:19 PM GMT+5:30,51,Female,Postgraduate / PhD,Yes,A few times a week,Coding;Brainstorming,1,"If the internet vanished overnight, I think the silence would be the first thing I’d notice. No buzzing notifications, no endless scrolling. I’d probably feel anxious at first—cut off from news, schedules, and social updates. But gradually, I imagine a sense of calm settling in. I'd rediscover books, write letters, and spend more time with people in person. Creativity might come easier without constant distraction. It would be inconvenient for many things, sure—but maybe life would feel more present, less rushed. I think I’d miss it, but I also think I’d be okay without it.",yes,3,8,Yes,Yes
7/25/2025 4:32:53 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,"Life will feel very overwhelming,stressful and out of control.Even though it will feel uneasy at first but with time we will adapt to live without internet and eventually feel more peaceful.",No,2,8,No,Yes
7/25/2025 12:10:00 PM GMT+5:30,20,Male,High school or below,Yes,Once a day,Writing,3,"The thought itself is quite hard to fathom. I believe we are so dependent on the internet currently that atleast 80% of our social lives as well as networking depends on it. I also think due to the availability of the internet it has been easier for us to become aware of current affairs. However, if the internet was to go, i do believe that life might just get a lot greener and healthier.",No,3,10,Yes,Yes
7/25/2025 4:16:34 PM GMT+5:30,32,Male,Graduate,Yes,Multiple times a day,Writing;Coding;search engine,4,"If the internet disappeared tomorrow, my life definitely wont be the same . Most of my life whether social or educational is highly dependant on internet so ofcourse that would be the first area that would be effected . I honestly find it really hard to imagine a life without internet but i somehow believe it would be calmer . ",yes,6,10,No,Maybe
7/25/2025 4:52:36 PM GMT+5:30,28,Female,Graduate,Yes,Multiple times a day,Brainstorming,5,"If internet disappears, life would be a lot at peace, lots of inner reflection, people would actually be with their thoughts and it would encourage creativity which in today’s time most of us have lost. Some of the most creative minds in schools and now just Gpt dependent in their colleges. For me personally, I’d get more time to read proper books than just summaries, ofc it would take time at first but people existed before who didn’t use internet and invented great things. Overall people would be more self aware and grounded and would have to rely on actual work for recognition rather than just being controversial on the internet. ",yes,5,8,Yes,Maybe
7/25/2025 1:21:54 PM GMT+5:30,25,Female,Graduate,Yes,Once a day,Writing;Coding,3,"If internet disappears tomorrow, things might be slower because of us being used to use it several times a day. But, I will manage it by shifting my focus towards the things i usually pay zero attention to. I believe without internet it would be more peaceful and present in our real lives and nothing’s more good than that.",yes,1,8,Yes,Yes
7/25/2025 11:13:23 AM GMT+5:30,54,Female,Postgraduate / PhD,Yes,Multiple times a day,Research,3,If internet disappeared tomorrow I will not be able to do my daily chores that basicallly includes attending my online training course and also my daily phone usage  will get a steep  decrease and I guess my life would really get a sense of boredom,yes,1,10,Yes,Yes
7/25/2025 11:08:56 AM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding,3,It will definitely have a big impact on my life ,yes,1,7,Yes,Yes
7/25/2025 2:11:22 PM GMT+5:30,20,Female,Undergraduate,Yes,Once a day,Writing;Research;Coding,3,I feel that it will take a little while to get back to thinking everything by myself like we were doing just a couple years back and without help of AI tools yet there might still be a lack of widen horizon of thinking ,yes,2,8,Yes,Yes
7/25/2025 1:19:00 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Research;Coding;Brainstorming,5,"If the internet vanished tomorrow, I’d fully spiral, just vibes and silence. Spotify gone. YouTube gone. Chaos.  Sure, maybe I’d touch grass or whatever, but I’d be pissed about it the entire time.
And since, i’m studying tech, not basket weaving. So without the internet?  that takes  forever.Networking? Gone. Keeping up with new tech or skills? Basically impossible. It’s not just about convenience—it’s my entire damn career path. Sure, maybe I’d adapt, but it’d be hard.",yes,5,7,Yes,No
7/25/2025 6:45:05 PM GMT+5:30,25,Female,Graduate,Yes,Multiple times a day,Writing;Coding;search engine,4,It will be kinda difficult as i rely a lot on AI for finding out solutions to the problems realted to my subjects. But eventually it will get better as AI can never be more intelligent than Human brain. It will lead to more thoughtful and creative mind with time.,yes,6,10,No,Yes
7/25/2025 10:57:26 AM GMT+5:30,18,Male,Undergraduate,Yes,Once a day,Writing;Coding,3,"If the internet disappeared tomorrow, my life becomes a boon for me,but at a same time it also feel curse anywhere without internet. Without internet I can fully focused on my work and try to brainstorm more on the topics and their questions. My creativity and critical thinking are on peak if interest disappeared tomorrow. Also I feel secured and less distracted as no internet means no social media which doesn't make me distract and feel some kind of insecurity to me. I can meet my friends or if any client or interviewer face to face which gives me more knowledge related to the field where I go work or buisness meetings requirements by opposition and also main point through their facial expressions and body language,I can understand their intution,their behaviour and their needs and wants properly which helps me to go according to it or not. Now every coin has it's two sides, we talk about boon side and now curse side. Without internet, I can't communicate with people who are very far away from us with no telephone requirement there,also online meeting with that client who live in another country can't be possible. Also without internet I and other people can't do online shoping, attend any course or lecture as a student and also in today's world Internet is the great source of knowledge and information,so if it disappeared I can't get all the information which makes me feel backward from people. Without this I can't transfer the money direct to another one who live anywhere. So, at the end, I say that internet in today's world is our main requirement. Without this I can survive somewhere very easily but at somewhere I cannot survive in the society in a fully manner.",yes,2,8,No,Yes
7/25/2025 2:04:29 PM GMT+5:30,19,Male,Undergraduate,Yes,A few times a week,Writing;Research;Coding;Academic Work,3,"If the internet disappeared tomorrow, my life definitely wont be the same . Most of my life whether social or educational is highly dependant on internet so ofcourse that would be the first area that would be effected . I honestly find it really hard to imagine a life without internet but i somehow believe it would be calmer . ",yes,3,9,No,Yes
7/25/2025 3:51:51 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Brainstorming,5,"In the age of internet everything is on your fingertips which is really convenient but the major blessings and curse is hyperconnectivity, We are connected with each other all the time and that is exactly what is making it tough for us to be creative on our own. History's most Creative People have gone through Boredom to create something truly magnificent yet Boredom is the most evil things seen today in this day and age because of Internet. Internet has truly provided us with huge opportunities in life but it's the very thing that is the cause of a lot of problems in our life, but again, Internet is just a tool, just like weapons, used by the wrong person, it is self destructive, Used by the right person, it is a blessing, so if it disappears tomorrow, a Hyper connectivity would go away, So I will connect with more people and be more creative in my life but convenience would also go away and life would become a lot slower and slower is the exact word, My generation Hates.",yes,1,10,No,Yes
7/25/2025 1:06:43 PM GMT+5:30,43,Female,Postgraduate / PhD,Yes,A few times a week,Writing;Research,5,"If the internet disappeared tomorrow, my life definitely wont be the same . Most of my life whether social or educational is highly dependant on internet so ofcourse that would be the first area that would be effected . I honestly find it really hard to imagine a life without internet but i somehow believe it would be calmer . ",yes,5,8,Yes,Maybe
